split,attribute,target,spearman_rho,n
test,urban_fra,sequence_gain_vs_tree,-0.05360038144218308,100
test,geol_poros,memory_gain_xlstm_vs_rf,0.05314250483216018,100
test,fdc_slope,pbias_xlstm,0.05210936726506281,100
val,soil_tawc,kge_xgb,-0.05127803421882027,100
val,aridity,pbias_xgb,-0.0458855829975085,100
spatial_test,urban_fra,kge_xgb,-0.04505608212500519,50
test,geol_perme,pbias_xgb,0.04439561744046337,100
val,soil_tawc,pbias_xgb,0.04321867753385147,100
spatial_test,geol_perme,tree_advantage,-0.04317077172199708,50
spatial_test,geol_perme,sequence_gain_vs_tree,0.04317077172199708,50
train,fdc_slope,kge_xlstm,0.04283241173860184,100
test,fdc_slope,sequence_gain_vs_tree,0.04263439134250015,100
test,fdc_slope,tree_advantage,-0.04263439134250015,100
test,geol_perme,kge_xlstm,0.042105820466750564,100
test,geol_perme,pbias_xlstm,-0.042057740740268405,100
test,area_calc,memory_gain_xlstm_vs_rf,-0.040996099609960986,100
val,frac_snow,pbias_xlstm,0.03816959703373896,100
spatial_test,geol_perme,kge_rf,0.03643285863272218,50
test,urban_fra,pbias_xlstm,0.03629792856176511,100
spatial_test,soil_tawc,pbias_xlstm,0.036247712687727265,50
test,area_calc,tree_advantage,0.03575157515751575,100
test,area_calc,sequence_gain_vs_tree,-0.03575157515751575,100
spatial_test,frac_snow,pbias_xlstm,-0.03556312477410363,50
spatial_test,fdc_slope,pbias_xlstm,0.03392943698647375,49
test,geol_poros,pbias_rf,-0.03117549452683524,100
test,fdc_slope,memory_gain_xlstm_vs_rf,0.029042991428247813,100
val,soil_tawc,pbias_rf,0.027951177117157743,100
test,geol_poros,pbias_xgb,-0.025390908548156562,100
train,soil_tawc,pbias_xlstm,-0.02515002243414237,100
spatial_test,fdc_slope,tree_advantage,-0.024082247003933244,49
spatial_test,fdc_slope,sequence_gain_vs_tree,0.024082247003933244,49
spatial_test,aridity,pbias_rf,0.022146427896258043,50
val,is_impacted,pbias_xlstm,0.020802297499325228,100
spatial_test,is_impacted,kge_xlstm,-0.019418390934515434,50
test,geol_perme,sequence_gain_vs_tree,0.019310020148397028,100
test,geol_perme,tree_advantage,-0.019310020148397028,100
spatial_test,aridity,pbias_xgb,0.018783629734136432,50
val,soil_condu,pbias_xgb,-0.017253174645015086,100
train,soil_condu,pbias_xlstm,0.01441465234689608,100
test,geol_perme,memory_gain_xlstm_vs_rf,0.013672672218363907,100
val,soil_condu,pbias_rf,-0.012542307828897925,100
spatial_test,bfi,pbias_xlstm,0.01178661635719976,49
train,urban_fra,kge_xlstm,-0.011484938362331568,100
val,forest_fra,pbias_rf,-0.010891285173415059,100
test,frac_snow,pbias_xlstm,0.009643035296576586,100
train,aridity,pbias_xlstm,0.00928758300368254,100
spatial_test,forest_fra,kge_rf,-0.008452192326360904,50
train,forest_fra,kge_xlstm,0.0068528086325289235,100
spatial_test,aridity,pbias_xlstm,-0.0056687169018621465,50
train,urban_fra,pbias_xlstm,0.005133101045370355,100
val,forest_fra,pbias_xgb,-0.004944583461649591,100
val,soil_condu,pbias_xlstm,-0.003444633824778664,100
spatial_test,fdc_slope,memory_gain_xlstm_vs_rf,0.003367432843770327,49
test,geol_perme,pbias_rf,0.00198929868319932,100
spatial_test,geol_perme,kge_xlstm,0.00028876770382606746,50
