model,epoch,epochs_max,learning_rate,train_loss,val_loss,best_epoch,best_val_loss,stale_epochs,batch_size,sample_count_train,sample_count_val,loss,grad_clip,cosine_schedule
xlstm,1,6,0.00046818103339880425,0.31403066363740473,0.23485034708976746,1,0.23485034708976746,0,256,60000,60000,nse,1.0,True
xlstm,2,6,0.00038125,0.19024478872405723,0.23506013181209565,1,0.23485034708976746,1,256,60000,60000,nse,1.0,True
xlstm,3,6,0.0002625,0.16320768559866763,0.22685601182778675,3,0.22685601182778675,0,256,60000,60000,nse,1.0,True
xlstm,4,6,0.00014375000000000005,0.14506983309984206,0.1890147812684377,4,0.1890147812684377,0,256,60000,60000,nse,1.0,True
xlstm,5,6,5.681896660119581e-05,0.1295839604228101,0.19875800836086274,4,0.1890147812684377,1,256,60000,60000,nse,1.0,True
xlstm,6,6,2.5e-05,0.11968979984521866,0.18829533884525299,6,0.18829533884525299,0,256,60000,60000,nse,1.0,True
