model,epoch,epochs_max,learning_rate,train_loss,val_loss,best_epoch,best_val_loss,stale_epochs,batch_size,sample_count_train,sample_count_val,loss,grad_clip,cosine_schedule
xlstm,1,6,0.00046818103339880425,0.3269889597563033,0.23867375164031981,1,0.23867375164031981,0,256,60000,60000,nse,1.0,True
xlstm,2,6,0.00038125,0.19922916527758253,0.23756554895242055,2,0.23756554895242055,0,256,60000,60000,nse,1.0,True
xlstm,3,6,0.0002625,0.17622095549360234,0.20537805846532187,3,0.20537805846532187,0,256,60000,60000,nse,1.0,True
xlstm,4,6,0.00014375000000000005,0.15736496467539604,0.19785440905094145,4,0.19785440905094145,0,256,60000,60000,nse,1.0,True
xlstm,5,6,5.681896660119581e-05,0.14545655317128972,0.20803474158445995,4,0.19785440905094145,1,256,60000,60000,nse,1.0,True
xlstm,6,6,2.5e-05,0.13581499742700698,0.19612317357858022,6,0.19612317357858022,0,256,60000,60000,nse,1.0,True
