split,model,zone,zone_value,basins,median_kge,median_nse,median_log_nse,median_pbias
val,transformer,storage_class,mixed_storage,28,0.7003643755037114,0.6361592864805294,0.6863851061108588,-3.2189199889665607
val,xgboost,storage_class,high_storage,37,0.6355705568128598,0.4802385507600425,0.5617675236348547,-2.898325693879072
val,xgboost,storage_class,low_storage,35,0.3397886120709629,0.4469761947160172,0.5922019721134162,-16.81357208441488
val,xgboost,storage_class,mixed_storage,28,0.520666954794586,0.5240561029108313,0.6140656130312232,-6.92965506381191
spatial_test,random_forest,geology_class,high_perm,20,0.4131543860843085,0.29886905616498144,0.26110352899079114,3.6523990691632857
spatial_test,random_forest,geology_class,low_perm,15,0.4265492801668731,0.4650311006155074,0.5386909471448073,2.2298637718628487
spatial_test,random_forest,geology_class,mixed_perm,15,0.5547543132191367,0.4625162056751886,0.5856569667913696,8.399685477118805
spatial_test,transformer,geology_class,high_perm,20,0.5032018520489402,0.39553890812260395,0.38371452763167446,-4.1902979135183065
spatial_test,transformer,geology_class,low_perm,15,0.4583253754966699,0.3509052280939183,0.4259454163820847,-19.25211447445651
spatial_test,transformer,geology_class,mixed_perm,15,0.5341783043207683,0.3779174423260296,0.4050140723773884,4.957518776722191
spatial_test,xgboost,geology_class,high_perm,20,0.43690950143036966,0.29124937769883585,0.2653651727182398,-12.280559885927442
spatial_test,xgboost,geology_class,low_perm,15,0.3535935577099489,0.3586863215938329,0.5092784793680816,-1.0993539047624885
spatial_test,xgboost,geology_class,mixed_perm,15,0.4578089877786367,0.4211694382146316,0.482947620091568,5.7020076676267175
test,random_forest,geology_class,high_perm,31,0.6091000025447348,0.5769963351891924,0.6383819187746893,-2.4143348086019514
test,random_forest,geology_class,low_perm,39,0.5456353121047524,0.5089347811459207,0.6103330997342413,0.366966062660799
test,random_forest,geology_class,mixed_perm,30,0.6675440218578474,0.5675713170570397,0.5982857994730006,2.754548375835049
test,transformer,geology_class,high_perm,31,0.6522619413438706,0.5570475276623452,0.6684917805332243,-6.886139808642175
test,transformer,geology_class,low_perm,39,0.6185716324730676,0.5666036902599619,0.6685929002617131,-3.4743069189203024
test,transformer,geology_class,mixed_perm,30,0.7704641003806754,0.6366734321811798,0.6793699149280477,-4.285935752373031
test,xgboost,geology_class,high_perm,31,0.4806844750393144,0.4751860921321976,0.5062219739644354,-7.082397461333132
test,xgboost,geology_class,low_perm,39,0.4402995341965053,0.4005131012888148,0.5178889655740752,-8.002300371627365
test,xgboost,geology_class,mixed_perm,30,0.5673322531086544,0.5138997948368443,0.5541817466611982,-0.8586111517909538
train,transformer,geology_class,high_perm,31,0.733385854827457,0.7214089972123798,0.7692791796304101,-3.577192261079564
train,transformer,geology_class,low_perm,39,0.7072522451649672,0.7382062401133982,0.7605451412485293,-2.6642668246916896
train,transformer,geology_class,mixed_perm,30,0.7982627683108289,0.7858470034580267,0.8237166329170693,-2.394924748519332
val,random_forest,geology_class,high_perm,31,0.5888816878530194,0.5667571797004581,0.6488456659510711,-1.4316610986452962
val,random_forest,geology_class,low_perm,39,0.5896117361105426,0.5569739827509474,0.6308212790278271,-3.8894252286685025
val,random_forest,geology_class,mixed_perm,30,0.6539825550569279,0.6171410838867726,0.6912180225676539,0.5561912133504148
val,transformer,geology_class,high_perm,31,0.6702371657194118,0.6010060539324458,0.6871077384703703,-0.1700681560999541
val,transformer,geology_class,low_perm,39,0.7110291728240915,0.6177828688590576,0.677297311665555,-6.429988089450042
val,transformer,geology_class,mixed_perm,30,0.7295357474219255,0.6499650184151163,0.7336126867516077,-3.094723301939185
val,xgboost,geology_class,high_perm,31,0.5057553123930589,0.4840868740488446,0.6051129910459105,-8.345786137336598
val,xgboost,geology_class,low_perm,39,0.510133716865043,0.472060258843206,0.5684073275767152,-10.125988789771826
val,xgboost,geology_class,mixed_perm,30,0.5224388113472347,0.4924303114326185,0.591149352907089,-4.289629181220322
spatial_test,random_forest,impact_class,impact_l,1,0.3021540140002532,0.3430820119541137,0.5382865652868177,-20.301540703787097
spatial_test,random_forest,impact_class,impact_m,9,0.5052710419655237,0.3874628723103474,0.5219230550222501,3.3223593172942736
spatial_test,random_forest,impact_class,impact_s,14,0.5579600560240778,0.38434960861648293,0.4419170076830896,18.179609501203007
spatial_test,random_forest,impact_class,near_natural,26,0.4296025191023791,0.41406994311692835,0.5238765411560307,-4.770084472867495
spatial_test,transformer,impact_class,impact_l,1,0.4647931251544973,0.5013228296920276,0.6691473517403627,-28.64865772509609
spatial_test,transformer,impact_class,impact_m,9,0.4541348368043829,0.4474090607492521,0.4234364145702606,-6.3614552562813635
spatial_test,transformer,impact_class,impact_s,14,0.5024512020815634,0.3483455705572725,0.2485914706513224,4.752729481564227
spatial_test,transformer,impact_class,near_natural,26,0.5342573222054372,0.3575889380968795,0.43882714620462304,-7.01352213944453
spatial_test,xgboost,impact_class,impact_l,1,0.3430131193824545,0.3975349119483775,0.6123430424050814,-24.75550990279083
spatial_test,xgboost,impact_class,impact_m,9,0.4578089877786367,0.3442428515784593,0.3935005746388517,0.7797253334301595
spatial_test,xgboost,impact_class,impact_s,14,0.5544303506574882,0.43413998391119785,0.33991795910370604,13.41655883923774
