event_id,split,ID,event_start,event_end,first_high_date,last_high_date,peak_date,season,water_year,month,duration_days,high_flow_days,threshold_q95,peak_q,event_volume_q,p3,p7,p30,event_precip,temp7,temp30,swe_before,swe_mean7,swe_delta_7,soil_wetness,soil_wetness_30,frac_snow,aridity,p_season,area_calc,event_type,climate_sensitivity,heavy_rain_flag,rain_concentrated_flag,snowpack_flag,melt_flag,wet_antecedent_flag
test_725_0011,test,725,2015-06-21,2015-06-25,2015-06-23,2015-06-23,2015-06-23,JJA,2015,6,5,1,9.301423457476368,10.155722067815454,32.92757309616454,28.870000000000047,83.41999999999997,253.95999999999998,31.610000000000003,10.6,13.629999999999999,0.0,0.0,0.0,0.4128571428571428,0.39266666666666666,0.19,0.44,0.37,181.516,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,False,True
test_725_0012,test,725,2015-11-29,2015-12-03,2015-12-01,2015-12-01,2015-12-01,DJF,2016,12,5,1,9.301423457476368,11.203664257921067,28.7151528627015,25.85000000000005,43.12999999999999,88.63,26.1,-0.9857142857142845,4.003333333333333,13.24,23.291428571428554,10.159999999999998,0.37285714285714283,0.37133333333333335,0.19,0.44,0.37,181.516,rainfall_runoff,mixed_rainfall_runoff,False,True,True,False,False
test_725_0013,test,725,2016-01-30,2016-02-03,2016-02-01,2016-02-01,2016-02-01,DJF,2016,2,5,1,9.301423457476368,23.14693941078377,48.95839911061701,47.44000000000005,51.359999999999985,140.92,62.17,1.6000000000000012,-2.503333333333333,57.35,43.12142857142856,-18.870000000000005,0.4014285714285714,0.3893333333333333,0.19,0.44,0.37,181.516,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_725_0014,test,725,2016-02-19,2016-02-23,2016-02-21,2016-02-21,2016-02-21,DJF,2016,2,5,1,9.301423457476368,15.461709838799333,36.11078154530295,27.810000000000052,42.20999999999999,166.39,37.71,-0.1571428571428562,0.03333333333333336,60.01,69.36571428571428,16.729999999999997,0.4042857142857143,0.4046666666666667,0.19,0.44,0.37,181.516,storage_release,antecedent_wetness_storage,False,True,True,False,True
test_725_0015,test,725,2016-05-02,2016-05-06,2016-05-04,2016-05-04,2016-05-04,MAM,2016,5,5,1,9.301423457476368,12.171882156753753,37.9473218454697,38.27000000000005,52.62999999999999,193.38,38.629999999999995,5.057142857142858,5.8533333333333335,15.11,4.989999999999983,-13.92,0.3971428571428572,0.40099999999999997,0.19,0.44,0.37,181.516,rain_on_snow,warming_snow_transition,True,True,True,True,False
test_725_0016,test,725,2016-05-12,2016-05-16,2016-05-14,2016-05-14,2016-05-14,MAM,2016,5,5,1,9.301423457476368,11.86595219566426,34.78716620344636,69.80000000000004,77.47999999999999,209.29000000000002,85.4,10.571428571428573,7.076666666666666,0.05,0.0,-0.05,0.39571428571428574,0.39799999999999996,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_725_0017,test,725,2016-05-30,2016-06-03,2016-06-01,2016-06-01,2016-06-01,JJA,2016,6,5,1,9.301423457476368,10.975057254030018,30.25056586992774,43.99000000000005,59.55999999999999,257.13,62.96000000000001,13.828571428571431,10.223333333333333,0.19,0.0014285714285552193,-0.19,0.40857142857142864,0.4103333333333333,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_725_0018,test,725,2016-06-07,2016-06-11,2016-06-09,2016-06-09,2016-06-09,JJA,2016,6,5,1,9.301423457476368,9.847871039466371,28.856831573096162,47.700000000000045,86.03999999999999,318.77000000000004,33.93,13.285714285714286,11.146666666666668,0.0,0.0,0.0,0.4214285714285714,0.4153333333333333,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_725_0019,test,725,2016-06-13,2016-06-17,2016-06-15,2016-06-15,2016-06-15,JJA,2016,6,5,1,9.301423457476368,9.987628682601445,33.221976653696494,33.29000000000005,74.86999999999998,279.78000000000003,48.31999999999999,12.528571428571428,12.090000000000002,0.0,0.0,0.0,0.41857142857142854,0.41733333333333333,0.19,0.44,0.37,181.516,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,False,True
test_725_0020,test,725,2016-06-18,2016-06-22,2016-06-20,2016-06-20,2016-06-20,JJA,2016,6,5,1,9.301423457476368,11.094643690939412,38.6941367426348,40.330000000000055,75.63999999999999,309.16999999999996,40.83,12.328571428571431,12.75,0.0,0.0,0.0,0.41428571428571426,0.416,0.19,0.44,0.37,181.516,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,False,True
test_725_0021,test,725,2016-07-12,2016-07-16,2016-07-14,2016-07-14,2016-07-14,JJA,2016,7,5,1,9.301423457476368,17.598416898276824,43.575088382434686,68.51000000000005,79.57999999999998,225.52,84.73,16.314285714285713,15.483333333333333,0.0,0.0,0.0,0.37,0.39133333333333337,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_725_0022,test,725,2017-02-20,2017-02-24,2017-02-22,2017-02-22,2017-02-22,DJF,2017,2,5,1,9.301423457476368,12.48357531962201,39.274779321845465,27.08000000000004,45.71999999999998,96.07000000000001,35.93,0.5000000000000006,-2.1966666666666668,118.16,124.0642857142857,-1.8599999999999994,0.3671428571428571,0.3583333333333333,0.19,0.44,0.37,181.516,snowmelt,warming_snow_transition,False,True,True,True,False
test_725_0023,test,725,2017-03-07,2017-03-12,2017-03-09,2017-03-10,2017-03-09,MAM,2017,3,6,2,9.301423457476368,14.98960755975542,47.39897276264591,61.100000000000044,70.59999999999998,138.84,73.39,1.3428571428571432,0.1766666666666667,106.91,107.60285714285712,11.040000000000006,0.4071428571428571,0.38466666666666666,0.19,0.44,0.37,181.516,long_rain_wet_soil,antecedent_wetness_storage,True,True,True,False,True
test_725_0024,test,725,2017-03-16,2017-03-22,2017-03-18,2017-03-20,2017-03-19,MAM,2017,3,7,3,9.301423457476368,20.23604224569205,61.783924402445805,45.490000000000045,45.48999999999998,183.62,50.73,4.071428571428572,1.8133333333333332,121.3,102.0242857142857,-47.36,0.41714285714285715,0.404,0.19,0.44,0.37,181.516,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_725_0025,test,725,2017-05-06,2017-05-11,2017-05-08,2017-05-09,2017-05-08,MAM,2017,5,6,2,9.301423457476368,16.801173985547525,56.68733296275709,46.080000000000055,68.97999999999999,239.32999999999998,54.64,7.2857142857142865,4.416666666666667,10.23,2.1828571428571264,-10.23,0.42428571428571427,0.397,0.19,0.44,0.37,181.516,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_725_0026,test,725,2017-07-24,2017-07-29,2017-07-26,2017-07-27,2017-07-26,JJA,2017,7,6,2,9.301423457476368,21.64898721511951,64.68521623123958,81.05000000000004,96.54999999999998,266.01,90.41,15.171428571428573,15.966666666666667,0.0,0.0,0.0,0.38571428571428573,0.376,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_725_0027,test,725,2017-08-31,2017-09-05,2017-09-02,2017-09-03,2017-09-03,SON,2017,9,6,2,9.301423457476368,21.139904391328514,52.24918732629237,80.02000000000004,117.84999999999997,229.43,98.56,13.814285714285715,15.623333333333333,0.0,0.0,0.0,0.39714285714285713,0.3813333333333333,0.19,0.44,0.37,181.516,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_725_0028,test,725,2017-11-10,2017-11-14,2017-11-12,2017-11-12,2017-11-12,SON,2018,11,5,1,9.301423457476368,11.40489605336298,34.16762201222902,44.25000000000004,62.67999999999997,175.48999999999998,56.849999999999994,1.4000000000000001,5.763333333333334,1.02,9.899999999999983,5.279999999999999,0.41428571428571426,0.3983333333333334,0.19,0.44,0.37,181.516,long_rain_wet_soil,antecedent_wetness_storage,True,True,True,False,True
test_728_0001,test,728,2014-05-26,2014-06-01,2014-05-28,2014-05-30,2014-05-28,MAM,2014,5,7,3,6.94564810746645,11.398254211056184,49.646654385358595,42.019999999999996,45.63000000000003,220.17,69.22999999999999,10.742857142857138,6.873333333333335,167.64,140.26714285714286,-39.90999999999998,0.3871428571428571,0.398,0.28,0.45,0.36,6684.168,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_728_0002,test,728,2014-07-29,2014-08-06,2014-07-31,2014-08-04,2014-07-31,JJA,2014,7,9,4,6.94564810746645,17.28839969346817,78.01361361963005,59.11,83.21000000000002,234.71,104.89,13.871428571428568,13.600000000000001,57.17,57.17,0.0,0.38571428571428573,0.37233333333333335,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0003,test,728,2014-08-11,2014-08-16,2014-08-13,2014-08-14,2014-08-14,JJA,2014,8,6,2,6.94564810746645,8.627692566603058,38.12183354119397,50.11,75.47000000000003,259.61,75.71999999999998,13.257142857142854,14.156666666666668,57.17,57.17285714285715,0.01999999999999602,0.3971428571428572,0.3876666666666667,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0004,test,728,2014-08-30,2014-09-06,2014-09-01,2014-09-04,2014-09-02,SON,2014,9,8,4,6.94564810746645,11.365797899355382,58.502372015446795,55.56,77.40000000000002,241.1,75.67999999999999,9.97142857142857,11.06,57.17,57.78714285714286,1.8900000000000006,0.39714285714285713,0.39966666666666667,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0005,test,728,2014-09-12,2014-09-16,2014-09-14,2014-09-14,2014-09-14,SON,2014,9,5,1,6.94564810746645,7.680786163994531,28.529630268515877,37.11,59.920000000000016,209.28,38.28,9.814285714285713,10.236666666666668,57.18,57.339999999999996,0.5200000000000031,0.39285714285714285,0.3983333333333333,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0006,test,728,2014-10-21,2014-10-26,2014-10-23,2014-10-24,2014-10-23,SON,2015,10,6,2,6.94564810746645,8.688282009286112,32.371795465132,106.89000000000001,117.94000000000003,176.07999999999998,113.03999999999999,6.7571428571428545,9.156666666666666,57.17,66.22428571428573,54.510000000000005,0.35571428571428576,0.36733333333333335,0.28,0.45,0.36,6684.168,cool_season_rain,cool_season_rainfall,True,True,True,False,False
test_728_0007,test,728,2015-01-08,2015-01-13,2015-01-10,2015-01-11,2015-01-10,DJF,2015,1,6,2,6.94564810746645,7.918392330693755,27.878076302384642,22.200000000000006,43.53000000000003,148.15,41.489999999999995,-3.5714285714285734,-3.343333333333332,138.89,165.00571428571428,33.910000000000025,0.35,0.34833333333333333,0.28,0.45,0.36,6684.168,rainfall_runoff,mixed_rainfall_runoff,False,False,True,False,False
test_728_0008,test,728,2015-05-19,2015-05-26,2015-05-21,2015-05-24,2015-05-24,MAM,2015,5,8,3,6.94564810746645,9.49347117248426,55.59239103845171,42.34000000000001,98.34000000000003,215.77,116.99,5.599999999999997,7.420000000000002,97.51,96.05285714285716,5.609999999999999,0.39999999999999997,0.4013333333333333,0.28,0.45,0.36,6684.168,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_728_0009,test,728,2016-01-30,2016-02-03,2016-02-01,2016-02-01,2016-02-01,DJF,2016,2,5,1,6.94564810746645,9.045703896260012,23.686460488948327,36.890000000000015,39.45000000000004,121.16,53.08,-0.32857142857143057,-4.746666666666665,132.84,131.0014285714286,7.27000000000001,0.35428571428571426,0.35233333333333333,0.28,0.45,0.36,6684.168,cool_season_rain,cool_season_rainfall,True,True,True,False,False
test_728_0010,test,728,2016-05-12,2016-05-16,2016-05-14,2016-05-14,2016-05-14,MAM,2016,5,5,1,6.94564810746645,8.567116106444681,30.550996378717077,67.11000000000001,74.21000000000004,204.54000000000002,79.72999999999999,7.67142857142857,4.400000000000001,151.55,131.23999999999998,-29.010000000000005,0.39999999999999997,0.39633333333333337,0.28,0.45,0.36,6684.168,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_728_0011,test,728,2016-05-30,2016-06-04,2016-06-01,2016-06-02,2016-06-01,JJA,2016,6,6,2,6.94564810746645,10.270929662965244,44.29947703265165,37.29000000000002,48.98000000000004,218.89,63.540000000000006,11.085714285714284,7.596666666666668,110.45,94.17142857142858,-26.519999999999996,0.3957142857142858,0.4,0.28,0.45,0.36,6684.168,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_728_0012,test,728,2016-06-08,2016-06-12,2016-06-10,2016-06-10,2016-06-10,JJA,2016,6,5,1,6.94564810746645,8.094201679914653,26.28514648915869,39.33000000000002,67.63000000000004,269.88,39.2,11.285714285714283,8.803333333333335,78.09,68.85285714285713,-14.060000000000002,0.40285714285714286,0.402,0.28,0.45,0.36,6684.168,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_728_0013,test,728,2016-06-13,2016-06-23,2016-06-15,2016-06-21,2016-06-20,JJA,2016,6,11,6,6.94564810746645,8.49206413126775,78.11178747126264,38.20000000000002,88.46000000000004,285.02000000000004,99.19999999999999,10.199999999999998,10.423333333333336,61.36,59.15285714285714,-3.3500000000000014,0.40714285714285714,0.40166666666666667,0.28,0.45,0.36,6684.168,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_728_0014,test,728,2016-06-24,2016-06-30,2016-06-26,2016-06-28,2016-06-27,JJA,2016,6,7,3,6.94564810746645,9.87767600787366,44.84637886733483,52.08000000000002,53.94000000000003,292.11,65.65,15.314285714285713,11.626666666666669,58.01,57.28714285714286,-0.8399999999999963,0.3914285714285714,0.3996666666666666,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0015,test,728,2016-07-01,2016-07-05,2016-07-03,2016-07-03,2016-07-03,JJA,2016,7,5,1,6.94564810746645,7.211922285164761,26.879084010758667,28.42000000000002,51.000000000000036,277.67999999999995,34.45,13.499999999999998,12.410000000000002,57.17,57.17,0.0,0.38571428571428573,0.397,0.28,0.45,0.36,6684.168,storage_release,antecedent_wetness_storage,False,True,True,False,True
test_728_0016,test,728,2016-07-11,2016-07-17,2016-07-13,2016-07-15,2016-07-14,JJA,2016,7,7,3,6.94564810746645,12.713007467956906,51.71466670673618,69.40000000000002,79.55000000000004,256.76,92.54,14.471428571428572,13.613333333333337,57.17,57.33571428571429,1.1000000000000014,0.3671428571428571,0.386,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0017,test,728,2016-08-04,2016-08-08,2016-08-06,2016-08-06,2016-08-06,JJA,2016,8,5,1,6.94564810746645,8.931704347042118,27.017854217066613,41.65000000000002,63.130000000000045,230.48,42.11000000000001,13.742857142857138,14.180000000000001,57.17,57.22571428571429,0.22999999999999687,0.3871428571428571,0.38266666666666665,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0018,test,728,2016-08-08,2016-08-13,2016-08-10,2016-08-11,2016-08-10,JJA,2016,8,6,2,6.94564810746645,11.281813947198389,39.95710814262745,65.94000000000003,108.03000000000003,286.71000000000004,76.22999999999999,12.299999999999999,13.473333333333334,57.17,57.638571428571424,2.789999999999999,0.3942857142857143,0.38766666666666666,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0019,test,728,2017-03-17,2017-03-21,2017-03-19,2017-03-19,2017-03-19,MAM,2017,3,5,1,6.94564810746645,8.521534462292077,25.80115796907635,35.43000000000002,35.51000000000005,159.85,37.42000000000001,2.0999999999999974,-0.1699999999999984,261.13,256.7685714285714,-9.299999999999983,0.35428571428571426,0.35033333333333333,0.28,0.45,0.36,6684.168,rain_on_snow,warming_snow_transition,True,True,True,True,False
test_728_0020,test,728,2017-07-25,2017-07-29,2017-07-27,2017-07-27,2017-07-27,JJA,2017,7,5,1,6.94564810746645,9.78490288650809,33.18603344803234,43.310000000000024,81.55000000000004,261.27,47.86,12.528571428571427,13.72,57.17,57.207142857142856,0.14000000000000057,0.38285714285714284,0.365,0.28,0.45,0.36,6684.168,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_728_0021,test,728,2017-08-05,2017-08-09,2017-08-07,2017-08-07,2017-08-07,JJA,2017,8,5,1,6.94564810746645,8.5476423194242,27.07357521299454,34.43000000000002,58.490000000000045,249.39000000000001,37.16,17.7,14.843333333333335,57.17,57.17,0.0,0.38,0.378,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0022,test,728,2017-08-18,2017-08-22,2017-08-20,2017-08-20,2017-08-20,JJA,2017,8,5,1,6.94564810746645,8.672196661207195,25.26251302008986,35.66000000000002,43.90000000000004,226.06,36.5,14.51428571428571,14.72,57.17,57.17,0.0,0.3785714285714286,0.38366666666666666,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_728_0023,test,728,2017-09-01,2017-09-05,2017-09-03,2017-09-03,2017-09-03,SON,2017,9,5,1,6.94564810746645,10.664066475334705,31.130354525101048,67.41000000000003,95.65000000000005,221.4,69.02,12.2,13.81,57.17,57.597142857142856,2.6999999999999957,0.3771428571428571,0.37933333333333336,0.28,0.45,0.36,6684.168,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_740_0001,test,740,2015-01-02,2015-01-08,2015-01-04,2015-01-06,2015-01-04,DJF,2015,1,7,3,8.070253714285707,16.7616,61.45755428571429,27.939999999999994,34.96,133.76,32.1,-3.799999999999998,0.43666666666666615,31.2,36.4757142857143,0.28999999999999915,0.40285714285714286,0.402,0.1,0.52,0.14,16.807,rainfall_runoff,mixed_rainfall_runoff,False,True,True,False,False
test_740_0002,test,740,2015-01-08,2015-01-13,2015-01-10,2015-01-11,2015-01-11,DJF,2015,1,6,2,8.070253714285707,9.22752,46.44864,45.599999999999994,49.760000000000005,163.37,49.629999999999995,0.7857142857142877,0.4466666666666662,31.49,20.272857142857152,-24.43,0.42,0.409,0.1,0.52,0.14,16.807,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_740_0003,test,740,2015-03-28,2015-04-07,2015-03-30,2015-04-05,2015-03-30,MAM,2015,3,11,7,8.070253714285707,16.297508571428573,104.53906285714285,43.359999999999985,53.5,85.08,103.43,4.542857142857145,3.203333333333333,0.61,0.27285714285715096,-0.61,0.4014285714285714,0.411,0.1,0.52,0.14,16.807,cool_season_rain,cool_season_rainfall,True,True,False,True,False
test_740_0004,test,740,2015-05-01,2015-05-08,2015-05-03,2015-05-06,2015-05-03,MAM,2015,5,8,4,8.070253714285707,14.811428571428571,73.21782857142858,80.23999999999998,113.18,157.17999999999998,94.27,8.385714285714288,8.07,0.0,0.0,0.0,0.39999999999999997,0.3973333333333333,0.1,0.52,0.14,16.807,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_740_0005,test,740,2015-11-18,2015-11-22,2015-11-20,2015-11-20,2015-11-20,SON,2016,11,5,1,8.070253714285707,9.721234285714287,18.766080000000002,62.28999999999999,67.60000000000001,81.08000000000001,72.77000000000001,7.928571428571431,8.686666666666666,0.0,0.1042857142857224,0.73,0.37142857142857144,0.373,0.1,0.52,0.14,16.807,cool_season_rain,cool_season_rainfall,True,True,False,False,False
test_740_0006,test,740,2015-11-29,2015-12-04,2015-12-01,2015-12-02,2015-12-01,DJF,2016,12,6,2,8.070253714285707,9.064594285714286,35.976960000000005,25.839999999999982,40.3,122.89,26.569999999999997,0.6142857142857163,5.489999999999999,12.73,18.547142857142866,-7.890000000000001,0.4057142857142857,0.38266666666666665,0.1,0.52,0.14,16.807,snowmelt,warming_snow_transition,False,True,True,True,False
test_740_0007,test,740,2016-01-27,2016-02-07,2016-01-29,2016-02-05,2016-02-01,DJF,2016,2,12,8,8.070253714285707,46.473325714285714,176.45842285714286,49.609999999999985,56.830000000000005,185.93,88.49000000000001,4.214285714285716,-0.42333333333333384,56.35,25.92000000000001,-48.9,0.4228571428571429,0.412,0.1,0.52,0.14,16.807,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_740_0008,test,740,2016-02-07,2016-02-13,2016-02-09,2016-02-11,2016-02-10,DJF,2016,2,7,3,8.070253714285707,10.827154285714286,57.98674285714286,36.569999999999986,52.38,175.59,59.83999999999999,1.7714285714285734,-0.12000000000000047,4.18,9.10142857142858,3.16,0.42142857142857143,0.416,0.1,0.52,0.14,16.807,long_rain_wet_soil,antecedent_wetness_storage,True,True,False,False,True
test_740_0009,test,740,2016-02-19,2016-02-28,2016-02-21,2016-02-26,2016-02-23,DJF,2016,2,10,6,8.070253714285707,12.70326857142857,81.77389714285714,17.83999999999999,32.92,190.79000000000002,44.400000000000006,1.914285714285716,2.083333333333333,17.77,11.762857142857152,-15.809999999999999,0.41571428571428576,0.41899999999999993,0.1,0.52,0.14,16.807,snowmelt,warming_snow_transition,False,False,True,True,True
test_740_0010,test,740,2016-04-15,2016-04-21,2016-04-17,2016-04-19,2016-04-18,MAM,2016,4,7,3,8.070253714285707,11.172754285714285,52.422582857142864,43.86999999999999,77.46000000000001,131.51000000000002,56.290000000000006,6.8571428571428585,6.206666666666666,0.0,0.0,0.0,0.41571428571428576,0.4096666666666667,0.1,0.52,0.14,16.807,long_rain_wet_soil,antecedent_wetness_storage,True,True,False,False,True
test_740_0011,test,740,2017-02-28,2017-03-06,2017-03-02,2017-03-04,2017-03-02,MAM,2017,3,7,3,8.070253714285707,13.443839999999998,51.53389714285714,41.45999999999999,48.46,97.7,69.97,2.3714285714285737,1.8533333333333328,0.08,3.8800000000000074,6.24,0.41571428571428565,0.4133333333333333,0.1,0.52,0.14,16.807,long_rain_wet_soil,antecedent_wetness_storage,True,True,False,False,True
test_740_0012,test,740,2017-03-07,2017-03-14,2017-03-09,2017-03-12,2017-03-10,MAM,2017,3,8,4,8.070253714285707,14.628754285714287,70.75913142857144,35.18999999999998,70.28999999999999,145.54,41.85,3.000000000000002,2.3933333333333326,4.46,7.200000000000008,-1.8199999999999998,0.4228571428571429,0.415,0.1,0.52,0.14,16.807,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,True,True
test_740_0013,test,740,2017-11-10,2017-11-17,2017-11-12,2017-11-15,2017-11-12,SON,2018,11,8,4,8.070253714285707,18.50934857142857,74.66441142857143,66.56999999999998,78.70000000000002,136.07,70.81,3.114285714285716,7.513333333333333,0.0,0.6571428571428649,0.8,0.4128571428571428,0.39599999999999996,0.1,0.52,0.14,16.807,long_rain_wet_soil,antecedent_wetness_storage,True,True,False,False,True
test_740_0014,test,740,2017-12-29,2017-12-31,2017-12-31,2017-12-31,2017-12-31,DJF,2018,12,3,1,8.070253714285707,12.431725714285713,22.172708571428572,27.139999999999976,40.16000000000001,141.9,27.139999999999997,0.40000000000000197,-1.1533333333333338,50.68,49.93714285714287,-9.439999999999998,0.41714285714285715,0.413,0.1,0.52,0.14,16.807,snowmelt,warming_snow_transition,False,True,True,True,True
test_747_0001,test,747,2014-08-09,2014-08-13,2014-08-11,2014-08-11,2014-08-11,JJA,2014,8,5,1,3.308765298218434,4.030884585592563,9.89551045701007,9.780000000000014,17.82,191.84,23.02,18.071428571428573,18.086666666666666,0.0,0.0,0.0,0.3857142857142857,0.37,0.07,0.69,0.27,136.338,storage_release,antecedent_wetness_storage,False,False,False,False,True
test_747_0002,test,747,2015-01-01,2015-01-07,2015-01-03,2015-01-05,2015-01-04,DJF,2015,1,7,3,3.308765298218434,7.615380325329202,23.938354763749032,21.33000000000002,44.730000000000004,116.78,22.400000000000002,-2.8,1.27,15.29,32.39714285714286,10.39,0.3942857142857143,0.39166666666666666,0.07,0.69,0.27,136.338,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_747_0003,test,747,2015-01-09,2015-01-13,2015-01-11,2015-01-11,2015-01-11,DJF,2015,1,5,1,3.308765298218434,3.981360185902401,15.16517428350116,30.42000000000002,32.71,132.72,30.560000000000002,1.942857142857143,1.4166666666666667,25.68,15.795714285714286,-22.42,0.41714285714285715,0.39966666666666667,0.07,0.69,0.27,136.338,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_747_0004,test,747,2015-02-28,2015-03-06,2015-03-02,2015-03-04,2015-03-02,MAM,2015,3,7,3,3.308765298218434,7.162968241673121,23.394924864446168,17.390000000000015,29.770000000000003,57.35,22.55,0.5000000000000002,-1.8299999999999998,30.47,27.41571428571429,-12.2,0.38,0.36733333333333335,0.07,0.69,0.27,136.338,snowmelt,warming_snow_transition,False,True,True,True,False
test_747_0005,test,747,2015-04-26,2015-05-08,2015-04-28,2015-05-06,2015-05-02,MAM,2015,5,13,6,3.308765298218434,9.38219674670798,48.51718048024787,44.15000000000002,72.84,112.62,113.06,9.857142857142858,8.373333333333333,0.0,0.0,0.0,0.37142857142857144,0.381,0.07,0.69,0.27,136.338,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,False
test_747_0006,test,747,2015-05-13,2015-05-18,2015-05-15,2015-05-16,2015-05-15,MAM,2015,5,6,2,3.308765298218434,6.198580945003873,20.036635166537565,53.97000000000002,59.09,195.07999999999998,55.62,14.442857142857141,11.55,0.0,0.0,0.0,0.3985714285714286,0.38499999999999995,0.07,0.69,0.27,136.338,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_747_0007,test,747,2015-05-18,2015-05-23,2015-05-20,2015-05-21,2015-05-21,MAM,2015,5,6,2,3.308765298218434,3.763185127807901,17.111349341595663,42.880000000000024,70.60000000000001,220.16,46.480000000000004,11.214285714285714,11.94,0.0,0.0,0.0,0.4114285714285714,0.3926666666666667,0.07,0.69,0.27,136.338,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_747_0008,test,747,2015-11-19,2015-11-23,2015-11-21,2015-11-21,2015-11-21,SON,2016,11,5,1,3.308765298218434,3.9666367157242446,11.144997676219985,47.34000000000001,48.25,61.839999999999996,53.39999999999999,8.942857142857143,9.023333333333333,0.0,0.9471428571428592,6.13,0.3071428571428571,0.308,0.07,0.69,0.27,136.338,cool_season_rain,cool_season_rainfall,True,True,False,False,False
test_747_0009,test,747,2016-01-09,2016-01-15,2016-01-11,2016-01-13,2016-01-11,DJF,2016,1,7,3,3.308765298218434,4.935708752904725,24.31714949651433,23.530000000000015,39.47,78.07000000000001,50.81,2.157142857142857,3.2100000000000004,3.16,3.662857142857145,-1.0700000000000003,0.3914285714285714,0.3783333333333333,0.07,0.69,0.27,136.338,rain_on_snow,warming_snow_transition,True,True,True,True,False
test_747_0010,test,747,2016-01-29,2016-02-03,2016-01-31,2016-02-01,2016-02-01,DJF,2016,2,6,2,3.308765298218434,4.059662277304415,15.937487219209915,35.60000000000001,42.519999999999996,131.83,55.69,6.0,1.25,22.85,6.104285714285717,-21.93,0.4114285714285714,0.399,0.07,0.69,0.27,136.338,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_747_0011,test,747,2016-03-01,2016-03-05,2016-03-03,2016-03-03,2016-03-03,MAM,2016,3,5,1,3.308765298218434,3.522924864446166,14.020759101471729,17.18000000000001,31.669999999999998,126.86000000000001,29.99,-0.028571428571428574,1.9699999999999998,10.16,12.51714285714286,4.959999999999999,0.40857142857142853,0.41133333333333333,0.07,0.69,0.27,136.338,storage_release,antecedent_wetness_storage,False,False,True,False,True
test_747_0012,test,747,2016-05-11,2016-05-16,2016-05-13,2016-05-14,2016-05-14,MAM,2016,5,6,2,3.308765298218434,4.3414159566227735,15.99236560805577,64.38000000000001,73.86000000000001,159.20000000000002,81.04000000000002,12.357142857142858,8.610000000000001,0.0,0.0,0.0,0.3685714285714286,0.3736666666666667,0.07,0.69,0.27,136.338,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
