event_id,split,ID,event_start,event_end,first_high_date,last_high_date,peak_date,season,water_year,month,duration_days,high_flow_days,threshold_q95,peak_q,event_volume_q,p3,p7,p30,event_precip,temp7,temp30,swe_before,swe_mean7,swe_delta_7,soil_wetness,soil_wetness_30,frac_snow,aridity,p_season,area_calc,event_type,climate_sensitivity,heavy_rain_flag,rain_concentrated_flag,snowpack_flag,melt_flag,wet_antecedent_flag
test_45_0011,test,45,2016-06-06,2016-06-12,2016-06-08,2016-06-10,2016-06-08,JJA,2016,6,7,3,6.098033672525438,6.915276965772433,40.7180980573543,24.20999999999998,55.219999999999985,204.74,45.27000000000001,4.6428571428571415,2.58,456.54,390.0257142857143,-120.73000000000002,0.5,0.48633333333333334,0.48,0.57,0.3,2157.353,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_45_0012,test,45,2016-06-15,2016-06-20,2016-06-17,2016-06-18,2016-06-17,JJA,2016,6,6,2,6.098033672525438,13.60072673450509,43.64239037927845,35.88999999999998,74.84999999999998,235.29,51.870000000000005,4.157142857142857,3.8633333333333337,304.91,245.0814285714286,-94.59000000000003,0.49714285714285716,0.4933333333333333,0.48,0.57,0.3,2157.353,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_45_0013,test,45,2016-06-20,2016-07-03,2016-06-22,2016-07-01,2016-06-25,JJA,2016,6,14,8,6.098033672525438,8.43718778908418,89.88609213691026,16.19999999999998,28.069999999999983,224.04,58.650000000000006,9.599999999999998,5.61,203.71,177.01999999999998,-45.5,0.4714285714285714,0.492,0.48,0.57,0.3,2157.353,snowmelt,warming_snow_transition,False,True,True,True,True
test_45_0014,test,45,2016-07-10,2016-07-15,2016-07-12,2016-07-13,2016-07-13,JJA,2016,7,6,2,6.098033672525438,7.01850138760407,31.244749676225716,63.969999999999985,75.29999999999998,211.59,75.45,10.499999999999998,8.643333333333334,155.66,155.81714285714287,1.0999999999999943,0.41999999999999993,0.4513333333333333,0.48,0.57,0.3,2157.353,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_45_0015,test,45,2016-08-03,2016-08-07,2016-08-05,2016-08-05,2016-08-05,JJA,2016,8,5,1,6.098033672525438,7.746986864014802,22.51982830712304,50.369999999999976,74.90999999999998,206.34,50.779999999999994,9.057142857142855,9.346666666666668,155.66,156.0885714285714,3.0,0.44,0.4323333333333333,0.48,0.57,0.3,2157.353,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_45_0016,test,45,2017-05-28,2017-06-04,2017-05-30,2017-06-02,2017-05-31,MAM,2017,5,8,4,6.098033672525438,6.996841443108233,45.09408621646623,9.289999999999981,10.279999999999994,101.49,26.549999999999997,8.828571428571427,3.3100000000000005,343.51,266.05285714285714,-133.64999999999998,0.4985714285714286,0.4733333333333334,0.48,0.57,0.3,2157.353,snowmelt,warming_snow_transition,False,True,True,True,True
test_45_0017,test,45,2017-06-04,2017-06-09,2017-06-06,2017-06-07,2017-06-06,JJA,2017,6,6,2,6.098033672525438,7.46976355226642,32.38009842738205,28.089999999999982,40.63999999999999,103.53,31.589999999999996,7.0857142857142845,5.05,226.24,180.65857142857143,-63.80000000000001,0.48,0.48166666666666663,0.48,0.57,0.3,2157.353,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_45_0018,test,45,2017-06-27,2017-07-02,2017-06-29,2017-06-30,2017-06-29,JJA,2017,6,6,2,6.098033672525438,6.940253839037928,30.169065679925996,29.079999999999984,48.61999999999999,114.17,45.56,10.442857142857141,9.770000000000001,155.66,155.6757142857143,0.11000000000001364,0.39714285714285713,0.4326666666666667,0.48,0.57,0.3,2157.353,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,False
test_49_0001,test,49,2014-05-21,2014-05-25,2014-05-23,2014-05-23,2014-05-23,MAM,2014,5,5,1,4.325665573770491,5.100786885245901,14.690655737704917,7.490000000000042,8.99000000000003,136.02999999999997,7.6099999999999985,2.4428571428571435,0.016666666666666666,519.37,504.27000000000004,-55.379999999999995,0.4928571428571428,0.475,0.52,0.46,0.29,98.219,snowmelt,warming_snow_transition,False,True,True,True,True
test_49_0002,test,49,2014-07-29,2014-08-02,2014-07-31,2014-07-31,2014-07-31,JJA,2014,7,5,1,4.325665573770491,5.4460327868852465,12.977704918032785,40.380000000000045,74.59000000000003,213.84,49.080000000000005,6.871428571428573,7.156666666666667,0.0,0.0,0.0,0.48999999999999994,0.476,0.52,0.46,0.29,98.219,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,False,True
test_49_0003,test,49,2014-08-11,2014-08-15,2014-08-13,2014-08-13,2014-08-13,JJA,2014,8,5,1,4.325665573770491,6.336590163934427,15.800754098360656,56.72000000000004,70.37000000000003,218.75,67.24,8.257142857142858,8.043333333333333,0.0,0.0,0.0,0.4757142857142857,0.481,0.52,0.46,0.29,98.219,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_49_0004,test,49,2015-05-03,2015-05-08,2015-05-05,2015-05-06,2015-05-06,MAM,2015,5,6,2,4.325665573770491,5.043245901639344,20.836032786885244,13.760000000000034,55.870000000000026,94.34,28.43,1.8285714285714296,-0.4666666666666669,600.38,607.6857142857143,-21.67999999999995,0.46714285714285714,0.432,0.52,0.46,0.29,98.219,rain_on_snow,warming_snow_transition,True,False,True,True,False
test_49_0005,test,49,2015-05-13,2015-05-17,2015-05-15,2015-05-15,2015-05-15,MAM,2015,5,5,1,4.325665573770491,5.066262295081968,17.625245901639346,33.290000000000035,39.45000000000003,136.69,33.900000000000006,3.5285714285714294,1.0866666666666664,558.22,497.5342857142858,-104.63000000000005,0.5042857142857143,0.45899999999999996,0.52,0.46,0.29,98.219,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_49_0006,test,49,2015-06-04,2015-06-11,2015-06-06,2015-06-09,2015-06-08,JJA,2015,6,8,4,4.325665573770491,9.682819672131147,39.89626229508197,17.500000000000032,31.73000000000003,177.34,48.38,8.571428571428573,3.556666666666666,391.33,295.6657142857143,-172.61999999999998,0.49142857142857144,0.492,0.52,0.46,0.29,98.219,snowmelt,warming_snow_transition,False,True,True,True,True
test_49_0007,test,49,2016-05-08,2016-05-16,2016-05-10,2016-05-14,2016-05-12,MAM,2016,5,9,5,4.325665573770491,5.38583606557377,38.29927868852459,32.550000000000026,35.49000000000004,174.83,72.06,2.771428571428573,-1.2633333333333339,519.41,501.19571428571436,-36.71999999999997,0.4785714285714286,0.4663333333333333,0.52,0.46,0.29,98.219,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_49_0008,test,49,2016-06-03,2016-06-11,2016-06-05,2016-06-09,2016-06-09,JJA,2016,6,9,4,4.325665573770491,5.300852459016394,37.95580327868853,28.180000000000028,58.830000000000034,247.70000000000002,71.47,4.257142857142859,2.25,415.95,342.29714285714283,-129.49,0.4942857142857143,0.49666666666666665,0.52,0.46,0.29,98.219,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_49_0009,test,49,2016-06-14,2016-06-22,2016-06-16,2016-06-20,2016-06-17,JJA,2016,6,9,5,4.325665573770491,13.280459016393444,52.058655737704925,29.95000000000002,71.97000000000003,247.76999999999998,72.61,3.5857142857142876,3.5699999999999994,268.87,199.20857142857145,-116.06,0.49142857142857144,0.4953333333333333,0.52,0.46,0.29,98.219,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_49_0010,test,49,2016-06-22,2016-06-27,2016-06-24,2016-06-25,2016-06-25,JJA,2016,6,6,2,4.325665573770491,6.2082295081967205,26.85304918032787,20.00000000000002,35.66000000000003,238.92000000000002,36.4,8.714285714285717,5.15,141.98,80.82142857142857,-118.74999999999999,0.49142857142857144,0.494,0.52,0.46,0.29,98.219,snowmelt,warming_snow_transition,False,True,True,True,True
test_49_0011,test,49,2016-08-03,2016-08-08,2016-08-05,2016-08-06,2016-08-05,JJA,2016,8,6,2,4.325665573770491,10.471573770491803,23.669704918032785,61.98000000000002,85.84000000000005,225.4,63.86,8.342857142857143,8.483333333333333,0.0,0.30428571428571427,2.13,0.4757142857142857,0.4723333333333333,0.52,0.46,0.29,98.219,warm_season_short_rain,warm_season_rainfall_intensity,True,True,False,False,True
test_49_0012,test,49,2017-05-28,2017-06-06,2017-05-30,2017-06-04,2017-05-30,MAM,2017,5,10,4,4.325665573770491,7.849475409836066,47.06144262295083,8.01000000000002,15.36000000000004,150.57,60.70000000000001,7.442857142857144,2.3866666666666663,330.47,243.6,-160.63000000000002,0.4957142857142857,0.4796666666666667,0.52,0.46,0.29,98.219,snowmelt,warming_snow_transition,False,False,True,True,True
test_49_0013,test,49,2017-07-24,2017-07-28,2017-07-26,2017-07-26,2017-07-26,JJA,2017,7,5,1,4.325665573770491,4.680295081967213,16.515147540983605,54.920000000000016,86.23000000000005,219.03,57.57,7.02857142857143,8.16,0.0,0.1457142857142857,0.89,0.47285714285714286,0.4556666666666667,0.52,0.46,0.29,98.219,long_rain_wet_soil,antecedent_wetness_storage,True,True,False,False,True
test_49_0014,test,49,2017-09-03,2017-09-07,2017-09-05,2017-09-05,2017-09-05,SON,2017,9,5,1,4.325665573770491,4.664360655737705,13.146786885245902,15.650000000000018,77.58000000000004,165.0,21.47,4.757142857142859,7.736666666666666,0.0,5.765714285714286,5.96,0.48428571428571426,0.48566666666666664,0.52,0.46,0.29,98.219,long_rain_wet_soil,antecedent_wetness_storage,True,False,False,False,True
test_54_0001,test,54,2014-06-08,2014-06-16,2014-06-10,2014-06-14,2014-06-10,JJA,2014,6,9,5,4.37766964933494,5.125494558645707,39.55594679564692,0.4100000000000133,7.22999999999999,73.09,12.4,5.000000000000002,1.0366666666666662,907.5,847.2457142857144,-124.29999999999995,0.40857142857142853,0.3823333333333333,0.51,0.49,0.36,172.79,snowmelt,warming_snow_transition,False,False,True,True,True
test_54_0002,test,54,2014-07-21,2014-07-26,2014-07-23,2014-07-24,2014-07-23,JJA,2014,7,6,2,4.37766964933494,5.339666263603386,24.584822249093104,37.000000000000014,46.30999999999999,189.17999999999998,61.78999999999999,9.185714285714287,6.329999999999999,544.44,544.4742857142858,0.06999999999993634,0.34285714285714286,0.3606666666666667,0.51,0.49,0.36,172.79,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_54_0003,test,54,2014-07-28,2014-08-07,2014-07-30,2014-08-05,2014-07-31,JJA,2014,7,11,5,4.37766964933494,12.14301330108827,55.548304715840395,54.58000000000003,93.33,236.59,91.29000000000002,7.071428571428574,7.036666666666666,544.45,544.44,-0.009999999999990905,0.36428571428571427,0.3553333333333333,0.51,0.49,0.36,172.79,long_rain_wet_soil,antecedent_wetness_storage,True,True,True,False,True
test_54_0004,test,54,2014-08-09,2014-08-17,2014-08-11,2014-08-15,2014-08-13,JJA,2014,8,9,5,4.37766964933494,11.818621523579202,48.899056831922614,56.43000000000001,69.07999999999998,239.04000000000002,78.75,7.6714285714285735,7.816666666666666,544.44,544.44,0.0,0.3657142857142857,0.361,0.51,0.49,0.36,172.79,long_rain_wet_soil,antecedent_wetness_storage,True,True,True,False,True
test_54_0005,test,54,2015-05-13,2015-05-17,2015-05-15,2015-05-15,2015-05-15,MAM,2015,5,5,1,4.37766964933494,4.551932285368803,18.697189842805322,31.080000000000013,37.11999999999999,115.36,31.509999999999998,3.8142857142857163,0.8399999999999997,995.98,943.37,-89.99000000000001,0.39999999999999997,0.33566666666666667,0.51,0.49,0.36,172.79,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_54_0006,test,54,2015-06-02,2015-06-18,2015-06-04,2015-06-16,2015-06-08,JJA,2015,6,17,13,4.37766964933494,9.085059250302297,90.99476662636033,29.20000000000001,49.359999999999985,181.82000000000002,101.19,8.314285714285717,3.2,875.32,788.9157142857142,-153.94000000000005,0.41428571428571426,0.40099999999999997,0.51,0.49,0.36,172.79,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_54_0007,test,54,2015-07-04,2015-07-10,2015-07-06,2015-07-08,2015-07-07,JJA,2015,7,7,3,4.37766964933494,5.64368561064087,28.986834340991535,4.520000000000012,11.939999999999987,126.7,22.69,13.900000000000002,7.573333333333333,544.5,544.4428571428572,-0.05999999999994543,0.31428571428571433,0.37066666666666664,0.51,0.49,0.36,172.79,rainfall_runoff,mixed_rainfall_runoff,False,False,True,False,False
test_54_0008,test,54,2015-07-15,2015-07-25,2015-07-17,2015-07-23,2015-07-23,JJA,2015,7,11,4,4.37766964933494,4.909755743651753,45.39447642079806,26.87000000000001,40.499999999999986,88.83,66.11,12.514285714285718,10.873333333333335,544.44,544.44,0.0,0.2814285714285715,0.31133333333333335,0.51,0.49,0.36,172.79,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,False
test_54_0009,test,54,2015-08-03,2015-08-07,2015-08-05,2015-08-05,2015-08-05,JJA,2015,8,5,1,4.37766964933494,4.540440145102781,19.769615477629987,4.750000000000014,36.06999999999999,149.94,10.89,9.400000000000002,10.476666666666667,544.44,544.44,0.0,0.32142857142857145,0.301,0.51,0.49,0.36,172.79,storage_release,antecedent_wetness_storage,False,False,True,False,True
test_54_0010,test,54,2016-06-04,2016-06-29,2016-06-06,2016-06-27,2016-06-24,JJA,2016,6,26,19,4.37766964933494,6.552087061668681,128.11751390568318,3.190000000000021,24.50999999999999,238.32999999999998,189.41,7.371428571428573,4.766666666666667,660.32,620.9614285714285,-76.81000000000006,0.4014285714285715,0.40900000000000003,0.51,0.49,0.36,172.79,snowmelt,warming_snow_transition,False,False,True,True,True
test_54_0011,test,54,2016-06-29,2016-07-06,2016-07-01,2016-07-04,2016-07-03,JJA,2016,7,8,3,4.37766964933494,5.629059250302298,34.723501813784765,21.100000000000023,40.19999999999999,223.77,43.14,7.900000000000001,5.993333333333333,566.56,549.6871428571428,-21.899999999999977,0.37857142857142856,0.401,0.51,0.49,0.36,172.79,snowmelt,warming_snow_transition,False,False,True,True,True
test_54_0012,test,54,2016-07-09,2016-07-16,2016-07-11,2016-07-14,2016-07-12,JJA,2016,7,8,4,4.37766964933494,10.77806045949214,43.191119709794435,36.35000000000002,41.08999999999999,203.21,75.50999999999999,9.957142857142857,7.65,544.5,544.4428571428572,-0.05999999999994543,0.3314285714285714,0.37733333333333335,0.51,0.49,0.36,172.79,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_54_0013,test,54,2016-08-03,2016-08-08,2016-08-05,2016-08-06,2016-08-05,JJA,2016,8,6,2,4.37766964933494,8.313518742442563,26.237600967351874,56.07000000000002,79.07999999999998,216.51000000000002,57.199999999999996,8.257142857142858,8.256666666666666,544.44,544.8742857142857,3.0399999999999636,0.3442857142857143,0.3390000000000001,0.51,0.49,0.36,172.79,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_54_0014,test,54,2016-08-08,2016-08-12,2016-08-10,2016-08-10,2016-08-10,JJA,2016,8,5,1,4.37766964933494,4.610960096735187,19.05501330108827,28.230000000000018,83.60999999999999,233.25,34.099999999999994,6.200000000000002,7.476666666666666,544.44,546.0328571428571,0.6699999999999591,0.3628571428571429,0.3453333333333334,0.51,0.49,0.36,172.79,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_54_0015,test,54,2017-06-23,2017-06-27,2017-06-25,2017-06-25,2017-06-25,JJA,2017,6,5,1,4.37766964933494,6.8628972188633615,21.268817412333735,14.790000000000024,25.589999999999986,128.12,28.589999999999996,11.342857142857145,8.503333333333334,544.44,544.44,0.0,0.3114285714285714,0.3713333333333333,0.51,0.49,0.36,172.79,rainfall_runoff,mixed_rainfall_runoff,False,True,True,False,False
test_54_0016,test,54,2017-07-28,2017-08-13,2017-07-30,2017-08-11,2017-08-10,JJA,2017,8,17,10,4.37766964933494,6.972072551390569,73.05658041112454,27.510000000000026,63.109999999999985,208.91000000000003,108.05999999999999,10.257142857142858,8.916666666666666,544.44,544.44,0.0,0.36714285714285716,0.346,0.51,0.49,0.36,172.79,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_54_0017,test,54,2017-08-17,2017-08-21,2017-08-19,2017-08-19,2017-08-19,JJA,2017,8,5,1,4.37766964933494,5.632715840386941,17.905799274486096,25.620000000000033,40.61999999999998,217.13,26.900000000000002,8.742857142857146,8.793333333333331,544.67,544.4628571428572,-0.2299999999999045,0.3742857142857143,0.3626666666666667,0.51,0.49,0.36,172.79,storage_release,antecedent_wetness_storage,False,True,True,False,True
test_64_0001,test,64,2014-06-08,2014-06-16,2014-06-10,2014-06-14,2014-06-11,JJA,2014,6,9,5,6.3989737641076045,8.607136737433125,58.56965136019056,2.899999999999958,4.519999999999985,79.62,19.55,8.057142857142859,3.1433333333333335,656.18,591.3985714285715,-122.9799999999999,0.4371428571428571,0.429,0.46,0.51,0.34,5284.983,snowmelt,warming_snow_transition,False,True,True,True,True
test_64_0002,test,64,2014-07-29,2014-08-02,2014-07-31,2014-07-31,2014-07-31,JJA,2014,7,5,1,6.3989737641076045,7.5502202393330435,29.089524472087263,44.13999999999996,79.96,215.81,53.97,8.157142857142858,8.356666666666667,391.98,391.98,0.0,0.4014285714285714,0.38799999999999996,0.46,0.51,0.34,5284.983,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_64_0003,test,64,2014-08-11,2014-08-17,2014-08-13,2014-08-15,2014-08-14,JJA,2014,8,7,3,6.3989737641076045,10.328292946669944,48.80078522411478,48.35999999999995,74.19999999999997,234.62,73.30999999999999,8.657142857142858,9.026666666666667,391.98,391.99285714285713,0.08999999999997499,0.4057142857142857,0.39866666666666667,0.46,0.51,0.34,5284.983,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_64_0004,test,64,2015-05-13,2015-05-17,2015-05-15,2015-05-15,2015-05-15,MAM,2015,5,5,1,6.3989737641076045,6.54842974081706,25.98340714974384,37.39999999999995,42.92999999999998,132.55,38.09,4.871428571428573,2.18,809.2,752.0528571428571,-96.53000000000009,0.4442857142857143,0.38866666666666666,0.46,0.51,0.34,5284.983,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_64_0005,test,64,2015-05-18,2015-05-22,2015-05-20,2015-05-20,2015-05-20,MAM,2015,5,5,1,6.3989737641076045,7.103087131595365,29.413453012458174,48.049999999999955,81.68999999999998,167.75,63.79,3.4714285714285724,2.7833333333333337,734.35,697.3842857142857,-47.02999999999997,0.45,0.40599999999999997,0.46,0.51,0.34,5284.983,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_64_0006,test,64,2015-06-02,2015-06-18,2015-06-04,2015-06-16,2015-06-08,JJA,2015,6,17,13,6.3989737641076045,11.813983552942512,126.27868710890976,21.859999999999957,36.58999999999999,178.23,95.54000000000002,9.857142857142858,4.653333333333334,651.02,573.3,-136.05999999999995,0.44,0.438,0.46,0.51,0.34,5284.983,snowmelt,warming_snow_transition,False,True,True,True,True
test_64_0007,test,64,2015-07-01,2015-07-05,2015-07-03,2015-07-03,2015-07-03,JJA,2015,7,5,1,6.3989737641076045,6.894147342949506,30.10627657523111,5.369999999999954,15.659999999999986,154.49,6.65,12.200000000000001,8.463333333333333,393.49,392.24000000000007,-1.509999999999991,0.3742857142857143,0.4126666666666667,0.46,0.51,0.34,5284.983,storage_release,antecedent_wetness_storage,False,False,True,False,True
test_64_0008,test,64,2016-05-28,2016-06-01,2016-05-30,2016-05-30,2016-05-30,MAM,2016,5,5,1,6.3989737641076045,6.449055938900127,28.447041155453054,33.549999999999955,43.40999999999999,186.35999999999999,53.11,5.042857142857144,2.0566666666666666,753.67,731.5428571428571,-66.87,0.43999999999999995,0.418,0.46,0.51,0.34,5284.983,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_64_0009,test,64,2016-06-04,2016-06-12,2016-06-06,2016-06-10,2016-06-09,JJA,2016,6,9,5,6.3989737641076045,7.5039470669414134,58.11845117870579,25.769999999999953,58.70999999999999,237.66,66.6,5.4142857142857155,3.316666666666667,646.88,585.3928571428571,-106.55999999999995,0.45,0.43666666666666665,0.46,0.51,0.34,5284.983,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_64_0010,test,64,2016-06-13,2016-07-07,2016-06-15,2016-07-05,2016-06-17,JJA,2016,6,25,18,6.3989737641076045,12.820543471274364,184.85314055617525,38.16999999999996,81.51999999999998,256.71999999999997,161.8,5.014285714285715,4.696666666666667,527.18,480.4385714285714,-75.10999999999996,0.44,0.44066666666666665,0.46,0.51,0.34,5284.983,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_64_0011,test,64,2016-07-10,2016-07-16,2016-07-12,2016-07-14,2016-07-13,JJA,2016,7,7,3,6.3989737641076045,8.850099476340812,46.16156470121178,63.77999999999996,72.73999999999998,225.45000000000002,80.11000000000001,10.928571428571429,9.113333333333335,392.0,392.1014285714286,0.8299999999999841,0.37,0.40166666666666667,0.46,0.51,0.34,5284.983,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_64_0012,test,64,2016-08-03,2016-08-08,2016-08-05,2016-08-06,2016-08-05,JJA,2016,8,6,2,6.3989737641076045,8.982810216080306,33.63161283248578,57.06999999999996,81.64999999999998,221.18,58.290000000000006,9.685714285714287,9.79,391.98,392.2814285714286,2.109999999999957,0.3871428571428571,0.3823333333333333,0.46,0.51,0.34,5284.983,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_64_0013,test,64,2017-05-28,2017-06-03,2017-05-30,2017-06-01,2017-05-31,MAM,2017,5,7,3,6.3989737641076045,7.024146700190936,42.40345788986143,15.409999999999965,16.959999999999972,129.43,30.1,9.200000000000001,3.87,571.05,505.8185714285714,-113.47999999999996,0.4414285714285714,0.4206666666666667,0.46,0.51,0.34,5284.983,snowmelt,warming_snow_transition,False,True,True,True,True
test_64_0014,test,64,2017-08-09,2017-08-13,2017-08-11,2017-08-11,2017-08-11,JJA,2017,8,5,1,6.3989737641076045,6.769603417963212,26.15081051855493,33.13999999999996,63.83999999999997,204.10999999999999,36.01,10.071428571428571,10.300000000000002,391.98,391.9971428571429,0.12000000000000455,0.4,0.388,0.46,0.51,0.34,5284.983,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_77_0001,test,77,2014-06-08,2014-06-16,2014-06-10,2014-06-14,2014-06-11,JJA,2014,6,9,5,6.060654044560002,7.611043356798096,55.41571753772111,4.11999999999998,6.509999999999971,88.46000000000001,21.340000000000003,9.085714285714284,4.043333333333333,510.79,455.0042857142857,-105.0,0.41571428571428565,0.4093333333333333,0.42,0.5,0.37,7223.704,snowmelt,warming_snow_transition,False,True,True,True,True
test_77_0002,test,77,2014-07-29,2014-08-03,2014-07-31,2014-08-01,2014-07-31,JJA,2014,7,6,2,6.060654044560002,7.34567884160593,33.710267166387766,49.91999999999998,87.82999999999997,230.89,67.15,8.97142857142857,9.136666666666665,286.78,286.78,0.0,0.39142857142857146,0.37633333333333335,0.42,0.5,0.37,7223.704,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_77_0003,test,77,2014-08-11,2014-08-18,2014-08-13,2014-08-16,2014-08-14,JJA,2014,8,8,4,6.060654044560002,10.41509120832008,52.76750920381153,51.469999999999985,80.32999999999997,252.91,80.19,9.299999999999997,9.786666666666665,286.78,286.79285714285714,0.09000000000003183,0.39428571428571424,0.38699999999999996,0.42,0.5,0.37,7223.704,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_77_0004,test,77,2015-05-13,2015-05-17,2015-05-15,2015-05-15,2015-05-15,MAM,2015,5,5,1,6.060654044560002,6.13036480562048,25.535121080946524,38.16999999999999,44.06999999999997,139.24,39.29,5.8285714285714265,2.9,644.21,588.8100000000001,-92.43000000000006,0.4257142857142857,0.37866666666666665,0.42,0.5,0.37,7223.704,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_77_0005,test,77,2015-05-18,2015-05-23,2015-05-20,2015-05-21,2015-05-20,MAM,2015,5,6,2,6.060654044560002,7.0399862807197096,33.56090403418756,51.899999999999984,87.10999999999999,178.29,79.23,4.27142857142857,3.5433333333333334,571.97,537.6542857142857,-42.35000000000002,0.43,0.394,0.42,0.5,0.37,7223.704,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_77_0006,test,77,2015-06-02,2015-06-18,2015-06-04,2015-06-16,2015-06-08,JJA,2015,6,17,13,6.060654044560002,10.490274634544372,122.16313795344851,25.819999999999983,41.089999999999975,195.93,100.55,10.685714285714283,5.423333333333334,498.15,433.3214285714285,-112.59999999999997,0.42,0.4196666666666667,0.42,0.5,0.37,7223.704,snowmelt,warming_snow_transition,False,True,True,True,True
test_77_0007,test,77,2016-05-29,2016-06-02,2016-05-31,2016-05-31,2016-05-31,MAM,2016,5,5,1,6.060654044560002,6.217485333370212,28.892804292807057,37.999999999999986,52.46999999999997,193.04,53.05,6.44285714285714,2.9466666666666663,602.31,559.0457142857142,-83.14999999999998,0.4242857142857143,0.40599999999999997,0.42,0.5,0.37,7223.704,rain_on_snow,warming_snow_transition,True,True,True,True,True
test_77_0008,test,77,2016-06-04,2016-06-13,2016-06-06,2016-06-11,2016-06-09,JJA,2016,6,10,6,6.060654044560002,7.192826586637532,63.089983321116904,26.319999999999986,61.02999999999996,244.76,78.84,6.285714285714283,4.1033333333333335,495.9,444.3014285714286,-88.66999999999996,0.43,0.4196666666666666,0.42,0.5,0.37,7223.704,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_77_0009,test,77,2016-06-13,2016-07-07,2016-06-15,2016-07-05,2016-06-17,JJA,2016,6,25,21,6.060654044560002,10.924419489122768,178.80809017107612,42.30999999999999,87.70999999999998,267.01,173.09,5.8857142857142835,5.5233333333333325,396.55,359.13999999999993,-59.93000000000001,0.42,0.4216666666666667,0.42,0.5,0.37,7223.704,rain_on_snow,warming_snow_transition,True,False,True,True,True
test_77_0010,test,77,2016-07-10,2016-07-17,2016-07-12,2016-07-15,2016-07-13,JJA,2016,7,8,4,6.060654044560002,8.665057159057906,51.54970976530626,66.55999999999999,74.90999999999997,238.64000000000001,84.03,11.614285714285712,9.783333333333333,286.81,286.88571428571424,0.6999999999999886,0.35714285714285715,0.3863333333333333,0.42,0.5,0.37,7223.704,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_77_0011,test,77,2016-08-03,2016-08-08,2016-08-05,2016-08-06,2016-08-05,JJA,2016,8,6,2,6.060654044560002,8.209989516920906,33.84268654487117,58.66999999999999,84.81999999999996,229.64999999999998,59.85,10.34285714285714,10.456666666666667,286.78,287.03428571428566,1.7800000000000296,0.3757142857142857,0.3693333333333333,0.42,0.5,0.37,7223.704,warm_season_short_rain,warm_season_rainfall_intensity,True,True,True,False,True
test_77_0012,test,77,2016-08-08,2016-08-12,2016-08-10,2016-08-10,2016-08-10,JJA,2016,8,5,1,6.060654044560002,6.060654044560002,25.42309873179637,34.62999999999999,92.75999999999996,248.41,39.84,8.414285714285711,9.68,286.78,287.62,0.4300000000000068,0.3942857142857143,0.377,0.42,0.5,0.37,7223.704,long_rain_wet_soil,antecedent_wetness_storage,True,False,True,False,True
test_77_0013,test,77,2017-05-29,2017-06-04,2017-05-31,2017-06-02,2017-05-31,MAM,2017,5,7,3,6.060654044560002,6.37132935953642,39.991488735530446,17.62999999999999,19.679999999999964,136.76,44.769999999999996,9.885714285714283,4.616666666666666,435.97,382.54571428571427,-92.97000000000003,0.41428571428571426,0.40299999999999997,0.42,0.5,0.37,7223.704,snowmelt,warming_snow_transition,False,True,True,True,True
