split,ID,kge_cosero,kge_rf,kge_xgb,kge_xlstm,kge_transformer,nse_cosero,nse_rf,nse_xgb,nse_xlstm,nse_transformer,pbias_cosero,pbias_rf,pbias_xgb,pbias_xlstm,pbias_transformer,best_tree_kge,best_sequence_kge,memory_gain_xlstm_vs_rf,transformer_gain_vs_rf,sequence_gain_vs_tree,tree_advantage,xlstm_minus_transformer,xgboost_gain_vs_cosero,xlstm_gain_vs_cosero,transformer_gain_vs_cosero,degimpact,typimpact,lon,lat,area_calc,p_mean,et0_mean,arid_1,arid_2,frac_snow,forest_fra,urban_fra,bedrk_dep,root_dep,soil_condu,soil_tawc,geol_perme,geol_poros,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_slope_fdc,h1981_hfd_mean,h1981_high_q_freq,h1981_low_q_freq,has_transfer,is_impacted,bfi,fdc_slope,aridity,impact_class,snow_class,aridity_class,storage_class,geology_class,size_class
spatial_test,50,,0.4273543556839225,0.4387030778327794,,0.384860939709556,,0.5848067607126063,0.5654779830790018,,0.4845031856781652,,-23.412012728467317,-21.510239088565847,,-43.29038330240405,0.4387030778327794,0.384860939709556,,-0.04249341597436651,-0.053842138123223415,0.053842138123223415,,,,,s,E,4356900,2664090,385.249,4.25,1.94,0.46,0.6,0.5,0.143,0.015,0.57,0.55,0.036,0.08,-12.8,0.017,0.703,0.748,2.759,252.111,1.194,9.056,0,1,0.703,2.759,0.46,impact_s,snow_influenced,humid,mixed_storage,mixed_perm,medium
spatial_test,75,,0.8177599657497047,0.7071246315783823,,0.8133143333315187,,0.6569984903411404,0.6695622646194543,,0.7307418912403119,,8.399685477118805,1.8245936838005736,,-13.239362779917958,0.8177599657497047,0.8133143333315187,,-0.004445632418185963,-0.004445632418185963,0.004445632418185963,,,,,l,-,4441387,2688232,74.252,4.49,2.07,0.46,0.62,0.34,0.364,0.023,0.71,0.55,0.048,0.09,-12.6,0.019,0.785,0.856,1.809,244.361,0.028,0.0,0,0,0.785,1.809,0.46,near_natural,snow_influenced,humid,high_storage,mixed_perm,small
spatial_test,89,,0.475982477091514,0.4900932708921945,,-0.205979046489843,,0.2927550932937766,0.3894487531671672,,-1.357141239957981,,46.1883549262154,38.26609707748503,,99.92443400263176,0.4900932708921945,-0.205979046489843,,-0.681961523581357,-0.6960723173820376,0.6960723173820376,,,,,u,-,4457180,2710368,14.913,5.04,2.24,0.44,0.64,0.24,0.483,0.0,0.29,0.36,0.107,0.06,-11.8,0.06,0.581,0.536,3.205,236.944,2.722,56.194,0,0,0.581,3.205,0.44,near_natural,snow_influenced,humid,low_storage,high_perm,small
spatial_test,91,,0.5235106669123617,0.4462159931760561,,0.6391844716090553,,0.4628739702108573,0.4025661342619405,,0.4331529505555361,,8.04067952149597,3.5197188002609385,,25.160274946261342,0.5235106669123617,0.6391844716090553,,0.11567380469669364,0.11567380469669364,-0.11567380469669364,,,,,u,-,4461724,2706341,272.137,5.14,2.33,0.45,0.66,0.24,0.784,0.003,0.59,0.45,0.081,0.07,-11.8,0.071,0.618,0.565,1.976,214.694,2.056,0.722,0,0,0.618,1.976,0.45,near_natural,snow_influenced,humid,low_storage,high_perm,medium
spatial_test,93,,0.5775627036788591,0.3826899844747027,,0.5501609365144874,,0.579628815654647,0.4035120447909269,,0.5425308045595874,,-18.114370991576113,-26.569154721297956,,-26.65458120358455,0.5775627036788591,0.5501609365144874,,-0.027401767164371704,-0.027401767164371704,0.027401767164371704,,,,,l,-,4485239,2704696,82.052,4.73,2.21,0.47,0.66,0.3,0.469,0.0,0.72,0.65,0.078,0.1,-13.3,0.021,0.673,0.65,2.18,231.296,0.593,1.222,0,0,0.673,2.18,0.47,near_natural,snow_influenced,humid,mixed_storage,low_perm,small
spatial_test,106,,0.7365916130724931,0.6091075738854252,,0.8502247802865202,,0.7085139369352431,0.6207537224907971,,0.752250926393523,,3.698004646237488,5.7020076676267175,,4.717855121806714,0.7365916130724931,0.8502247802865202,,0.11363316721402705,0.11363316721402705,-0.11363316721402705,,,,,l,-,4503123,2714670,333.317,4.85,2.23,0.46,0.66,0.29,0.404,0.05,0.73,0.65,0.056,0.1,-12.4,0.036,0.671,0.655,2.242,226.583,0.639,1.806,0,0,0.671,2.242,0.46,near_natural,snow_influenced,humid,mixed_storage,mixed_perm,medium
spatial_test,133,,0.3814376846899249,0.4276030096846832,,0.655857250202867,,0.3049830190361861,0.2817328086294201,,0.4683903553444369,,27.97495121316028,27.315709819208553,,22.087316154182236,0.4276030096846832,0.655857250202867,,0.2744195655129421,0.22825424051818383,-0.22825424051818383,,,,,m,G,4560433,2724057,395.356,5.38,2.11,0.39,0.54,0.3,0.601,0.014,0.78,0.51,0.036,0.08,-11.8,0.073,0.625,0.571,2.418,225.167,1.64,11.145,0,1,0.625,2.418,0.39,impact_m,snow_influenced,humid,low_storage,high_perm,medium
spatial_test,147,,0.4422449244313253,0.544397880716281,,0.7581632048350734,,0.1109950079855527,0.3007659467682517,,0.6640832762975205,,39.98335229026639,31.71175074457703,,15.18832998281694,0.544397880716281,0.7581632048350734,,0.3159182804037481,0.21376532411879234,-0.21376532411879234,,,,,s,A,4543821,2748698,1145.452,5.29,2.19,0.41,0.6,0.27,0.584,0.036,1.45,0.59,0.044,0.09,-11.9,0.06,0.709,0.694,1.819,222.667,0.584,0.083,0,1,0.709,1.819,0.41,impact_s,snow_influenced,humid,mixed_storage,high_perm,large
spatial_test,183,,0.4326557580378851,0.3535935577099489,,0.7318287649387833,,0.5359858476558268,0.4506775773113286,,0.7249408491864477,,-19.36478150673383,-23.191107487340854,,-12.70824518549258,0.4326557580378851,0.7318287649387833,,0.29917300690089826,0.29917300690089826,-0.29917300690089826,,,,,l,-,4603750,2850320,123.278,2.82,2.09,0.74,0.66,0.14,0.411,0.018,1.11,1.18,0.479,0.14,-14.1,0.01,0.665,0.667,1.562,173.417,2.889,1.417,0,0,0.665,1.562,0.74,near_natural,mixed_snow,moderate_aridity,mixed_storage,low_perm,medium
spatial_test,185,,0.6595649861093615,0.5177542640289765,,0.7054924431793272,,0.5610339705198374,0.5334341372433979,,0.3996097505543154,,2.4561980240105035,-1.0993539047624885,,-3.0176652612240433,0.6595649861093615,0.7054924431793272,,0.045927457069965705,0.045927457069965705,-0.045927457069965705,,,,,l,-,4619789,2837010,138.094,2.61,2.15,0.82,0.75,0.12,0.483,0.024,1.03,0.91,0.674,0.12,-14.1,0.01,0.693,0.705,1.637,176.75,1.472,2.611,0,0,0.693,1.637,0.82,near_natural,mixed_snow,dry,mixed_storage,low_perm,medium
