model,split,ID,nse,kge,rmse,mae,pbias,log_nse,n
random_forest,spatial_test,50,0.558772561874032,0.4050742024759151,1.114914701715427,0.6825242548596383,-26.75863570796038,0.6763057021367889,1461
random_forest,spatial_test,75,0.6919592038045199,0.8297864952501741,1.0797301465218614,0.7437445113701668,8.734887805287242,0.7198606107876828,1461
random_forest,spatial_test,89,0.34746168401116473,0.4991044618047107,2.002963109771656,1.5675201306122617,41.41339382893294,0.28025265214075745,1461
random_forest,spatial_test,91,0.45825887784082975,0.5021886093881056,2.1377302388612556,1.2134901513683964,6.272626961207448,0.5578660746390136,1461
random_forest,spatial_test,93,0.5365117116327799,0.5297614575255083,1.956052126480945,1.0087547896732967,-21.183369394847258,0.7072678362354257,1461
random_forest,spatial_test,106,0.6962863884419568,0.7120993738356558,1.147860169328964,0.7375794358621406,2.4806223458265806,0.7580729032567735,1461
random_forest,spatial_test,133,0.3673527554130096,0.42026422535528773,2.79261220210239,1.7123306448221285,19.101106774080574,0.41671633334788605,1461
random_forest,spatial_test,147,0.3189957693024217,0.5381422566670626,1.7502233501301654,1.297479689889163,30.16829561890203,0.2822906931488073,1461
random_forest,spatial_test,183,0.5323042906322365,0.4450634071799502,1.0486606170609283,0.45961160215781643,-21.30918575939042,0.663081048289827,1459
random_forest,spatial_test,185,0.533220106542309,0.7006089865252281,0.5219274126618827,0.29128375197678924,4.357780321937753,0.6063578983962912,1461
random_forest,spatial_test,191,0.37464190388625107,0.33390069703637615,1.2927521551172334,0.4876604437607283,8.107770940877733,0.5328042951693225,1461
random_forest,spatial_test,204,0.3698397188289746,0.32294249757674853,3.279755582360689,2.001894082133723,-22.949112630178654,0.5878184346334259,1461
random_forest,spatial_test,216,0.3950904500626172,0.3750954295346107,1.834835092160529,1.0898176998948228,-30.420536205202566,0.4943492459700096,1461
random_forest,spatial_test,219,0.5169934475588946,0.49783973517666746,1.4546893667150664,0.5868474251062153,-15.56104724957572,0.6191395791698098,1461
random_forest,spatial_test,262,0.343413776701201,0.2694663575601034,3.7015856832609932,1.4510883410090247,-20.57238229162918,0.49570367473579946,1461
random_forest,spatial_test,282,0.32756042828226284,0.21307552871512048,2.3527646550351884,0.8522850796069438,-21.02115299447635,0.5478483743276326,1461
random_forest,spatial_test,284,0.5476333283552576,0.567929051678028,0.4117007864751757,0.27879766893220514,20.281617864912196,0.47693121446795017,1461
random_forest,spatial_test,323,0.6521468608324208,0.7047870393550655,0.36820749246736345,0.3009322181540088,12.488538627469334,0.6260858217841185,1461
random_forest,spatial_test,329,-0.008982931465022936,0.15987651337870357,1.1802135601881476,0.6978895674238416,-45.02900525570498,-1.2920598554286475,1461
random_forest,spatial_test,331,0.1302490703975725,0.03742498319547727,1.9060540025228325,0.6408389390138933,-41.1270129358992,0.02861309058006134,1461
random_forest,spatial_test,375,-39.9216662720473,-0.1782102417333169,0.7772819500979573,0.7656073503696218,-87.86242244540587,-71.97555741002496,1461
random_forest,spatial_test,376,-45.60194397739112,-0.03986551768041702,0.6922793677191977,0.684085086651078,-86.59810397278254,-76.86544572238681,1461
random_forest,spatial_test,393,0.3974680541732115,0.5885428896490856,0.1059585904233228,0.07613826026644575,36.03524038150585,0.3927820370328865,1461
random_forest,spatial_test,397,0.43821656538570386,0.6678932614941457,0.12244586257319277,0.07923073833083635,24.601111391065473,0.5403478823164938,1461
random_forest,spatial_test,406,0.4419211858840202,0.5556078639568233,0.37616890461695557,0.26622921835202373,1.933481100291732,0.42360887948081893,1461
random_forest,spatial_test,431,-0.530473201838805,0.17473788341703878,0.2484718164495186,0.16501441570422656,64.8812430644456,-0.6772546585222361,1461
random_forest,spatial_test,450,0.2921425506703291,0.24219945989147107,0.7181332155551954,0.287838314020251,-16.00282507285323,0.4716303218221085,1461
random_forest,spatial_test,499,0.6280798944782817,0.8113207201540671,0.45294181567777153,0.3002556365920055,6.634888495586455,0.7006264365098605,1461
random_forest,spatial_test,523,0.4931820999973635,0.4449755496521365,0.7375294157943757,0.25054850076905505,-8.067982799813286,0.6876512152965453,1461
random_forest,spatial_test,525,0.5997405136500593,0.7811973328626567,0.8875560000361565,0.5735433351884863,9.307586047676379,0.6952215588542483,1461
