split,ID,kge_cosero,kge_rf,kge_xgb,kge_xlstm,kge_transformer,nse_cosero,nse_rf,nse_xgb,nse_xlstm,nse_transformer,pbias_cosero,pbias_rf,pbias_xgb,pbias_xlstm,pbias_transformer,best_tree_kge,best_sequence_kge,memory_gain_xlstm_vs_rf,transformer_gain_vs_rf,sequence_gain_vs_tree,tree_advantage,xlstm_minus_transformer,xgboost_gain_vs_cosero,xlstm_gain_vs_cosero,transformer_gain_vs_cosero,degimpact,typimpact,lon,lat,area_calc,p_mean,et0_mean,arid_1,arid_2,frac_snow,forest_fra,urban_fra,bedrk_dep,root_dep,soil_condu,soil_tawc,geol_perme,geol_poros,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_slope_fdc,h1981_hfd_mean,h1981_high_q_freq,h1981_low_q_freq,has_transfer,is_impacted,bfi,fdc_slope,aridity,impact_class,snow_class,aridity_class,storage_class,geology_class,size_class
spatial_test,580,,0.4991699807499384,0.4251993509858512,0.679164260870573,,,-0.3008376765195262,-0.520372293640619,0.3531830355349603,,,36.82043478353608,35.49311975553058,-3.975516107438939,,0.4991699807499384,0.679164260870573,0.17999428012063462,,0.17999428012063462,-0.17999428012063462,,,,,l,-,4654916,2661795,163.737,2.91,2.13,0.73,0.63,0.17,0.588,0.015,0.97,0.69,0.259,0.11,-12.3,0.034,0.828,0.854,1.159,193.522,0.0,0.0,0,0,0.828,1.159,0.73,near_natural,mixed_snow,moderate_aridity,high_storage,mixed_perm,medium
spatial_test,596,,0.5052710419655236,0.5333374461663826,0.4520179199744657,,,0.311497194101601,0.3473142412058047,0.5178041685338561,,,24.36709345267321,0.7797253334301595,-11.714836942699955,,0.5333374461663826,0.4520179199744657,-0.05325312199105792,,-0.08131952619191685,0.08131952619191685,,,,,m,"A,C",4651521,2619261,215.176,3.36,2.35,0.7,0.73,0.08,0.465,0.158,3.83,0.77,0.413,0.12,-12.9,0.071,0.697,0.735,1.831,164.083,0.25,11.111,0,1,0.697,1.831,0.7,impact_m,low_snow,moderate_aridity,mixed_storage,mixed_perm,medium
spatial_test,612,,0.7088171854591409,0.7131041667218115,0.8413448733822937,,,0.6491539472855233,0.6805970739872587,0.8118918378501088,,,-0.7358813831694013,-8.202594572139395,7.216069429731601,,0.7131041667218115,0.8413448733822937,0.13252768792315284,,0.12824070666048215,-0.12824070666048215,,,,,l,-,4380006,2844492,15025.609,3.05,2.26,0.74,0.86,0.07,0.321,0.065,11.03,1.17,0.328,0.15,-11.5,0.176,0.76,0.746,1.232,180.0,0.0,0.0,0,0,0.76,1.232,0.74,near_natural,low_snow,moderate_aridity,high_storage,high_perm,large
spatial_test,667,,0.5611657988290191,0.5644628205986955,0.6831454572249598,,,0.5859362287685206,0.5917710784360712,0.5690863783120707,,,19.97825607247129,11.097441911641234,-21.38955945008124,,0.5644628205986955,0.6831454572249598,0.12197965839594072,,0.11868263662626433,-0.11868263662626433,,,,,s,A,4521224,2900224,1348.153,3.37,2.05,0.61,0.71,0.13,0.618,0.031,1.15,1.18,0.534,0.15,-14.1,0.01,0.715,0.695,1.526,171.194,0.957,0.0,0,1,0.715,1.526,0.61,impact_s,mixed_snow,moderate_aridity,mixed_storage,low_perm,large
spatial_test,671,,0.6053197998734219,0.5582070707150663,0.44594368868306,,,0.6000036685404138,0.6166834257542824,0.4680146111127917,,,4.6143083814700585,1.790602676061154,-36.21107713636989,,0.6053197998734219,0.44594368868306,-0.15937611119036188,,-0.15937611119036188,0.15937611119036188,,,,,m,A,4534348,2888459,835.686,3.48,2.05,0.59,0.67,0.14,0.651,0.03,1.15,1.18,0.506,0.15,-14.1,0.01,0.723,0.717,1.444,173.111,0.933,0.933,0,1,0.723,1.444,0.59,impact_m,mixed_snow,moderate_aridity,mixed_storage,low_perm,large
spatial_test,679,,-0.5185009557545168,-0.4180944476017325,-0.1845283410157006,,,-4.116983700336742,-3.57555545807978,-2.15773997356731,,,133.40784095263172,124.7157583188908,102.72432958883032,,-0.4180944476017325,-0.1845283410157006,0.33397261473881623,,0.23356610658603189,-0.23356610658603189,,,,,s,"A,E",4450791,2810949,3520.287,4.33,2.34,0.54,0.69,0.19,0.502,0.077,10.04,0.88,0.215,0.13,-11.4,0.146,0.743,0.746,0.862,228.167,2.917,0.278,0,1,0.743,0.862,0.54,impact_s,mixed_snow,humid,high_storage,high_perm,large
spatial_test,684,,0.5679655462538484,0.4787860995716956,0.5919139511365166,,,0.5046355668806426,0.3365090885134731,0.4534462781342101,,,-23.716857796477797,-29.33751008545553,-26.94469482423011,,0.5679655462538484,0.5919139511365166,0.02394840488266814,,0.02394840488266814,-0.02394840488266814,,,,,l,-,4420563,2729099,652.834,4.66,2.33,0.5,0.65,0.25,0.572,0.036,2.67,0.71,0.116,0.12,-11.7,0.101,0.753,0.744,1.515,228.028,0.167,0.0,0,0,0.753,1.515,0.5,near_natural,snow_influenced,humid,high_storage,high_perm,large
spatial_test,691,,0.6811884311050564,0.6707268761211516,0.5843871587375404,,,0.2104495694517223,0.1805091119466949,-0.3033052607804989,,,-16.674145188345484,-16.358525199715487,-32.188945484323995,,0.6811884311050564,0.5843871587375404,-0.09680127236751601,,-0.09680127236751601,0.09680127236751601,,,,,m,E,4459007,2818102,3129.061,3.23,2.37,0.73,0.85,0.07,0.296,0.1,19.01,1.27,0.364,0.18,-11.5,0.218,0.834,0.871,0.884,189.222,0.0,0.0,0,1,0.834,0.884,0.73,impact_m,low_snow,moderate_aridity,high_storage,high_perm,large
spatial_test,699,,0.3840638477372917,0.1549788849027766,0.0383771161828324,,,0.2662681344288354,0.1460527988529368,-0.1631439937512564,,,35.79138002314925,-27.46139365257692,-50.73266743274305,,0.3840638477372917,0.0383771161828324,-0.3456867315544593,,-0.3456867315544593,0.3456867315544593,,,,,l,-,4467796,2813029,133.719,2.82,2.38,0.84,0.98,0.05,0.122,0.042,27.3,1.3,0.381,0.16,-11.7,0.217,0.66,0.617,1.215,167.5,2.696,0.0,0,0,0.66,1.215,0.84,near_natural,low_snow,dry,mixed_storage,high_perm,medium
spatial_test,717,,0.4595958874524458,0.5026074455799707,0.5534083446232874,,,0.4185421156266883,0.4719380070712189,0.4898617534365727,,,49.88705779837098,41.04990408814774,39.448993746612146,,0.5026074455799707,0.5534083446232874,0.09381245717084158,,0.05080089904331664,-0.05080089904331664,,,,,s,"A,E",4480151,2750193,1077.945,4.28,2.39,0.56,0.69,0.14,0.474,0.052,9.54,1.08,0.119,0.15,-11.5,0.177,0.595,0.541,2.465,206.222,1.365,22.144,0,1,0.595,2.465,0.56,impact_s,mixed_snow,moderate_aridity,low_storage,high_perm,large
